PRODUCT_ID,TIME_ID,STORE_ID,EMPLOYEE_ID,SALES_TYPE_ID,PRICE,QUANTITY
81,527,53,132,8,8.03,9.00
223,1997,200,500,30,22.30,23.00
977,277,28,70,5,97.68,98.00
870,1156,116,289,18,86.99,87.00
796,1399,140,350,21,79.51,80.00
969,1488,149,372,23,96.88,97.00
301,4,1,1,1,30.03,31.00
905,1396,140,349,21,90.44,91.00
719,1571,158,393,24,71.88,72.00
452,1100,110,275,17,45.17,46.00
696,693,70,174,11,69.51,70.00
324,632,64,158,10,32.32,33.00
90,579,58,145,9,8.94,9.00
196,1800,180,450,27,19.58,20.00
49,1292,130,323,20,4.88,5.00
120,1318,132,330,20,11.96,12.00
908,789,79,198,12,90.74,91.00
841,593,60,149,9,84.04,85.00
973,1854,186,464,28,97.22,98.00
392,1114,112,279,17,39.19,40.00
459,1647,165,412,25,45.90,46.00
154,1731,174,433,26,15.39,16.00
736,210,21,53,4,73.58,74.00
659,262,27,66,4,65.82,66.00
556,817,82,205,13,55.54,56.00
538,1764,177,441,27,53.76,54.00
766,1053,106,264,16,76.57,77.00
957,995,100,249,15,95.62,96.00
979,649,65,163,10,97.85,98.00
283,1427,143,357,22,28.22,29.00
275,1966,197,492,30,27.44,28.00
718,662,67,166,10,71.76,72.00
943,1484,149,371,23,94.26,95.00
604,898,90,225,14,60.31,61.00
925,1075,108,269,17,92.41,93.00
675,486,49,122,8,67.49,68.00
164,771,78,193,12,16.35,17.00
219,1752,176,438,27,21.86,22.00
578,1097,110,275,17,57.79,58.00
582,1296,130,324,20,58.15,59.00
266,1714,172,429,26,26.60,27.00
670,651,66,163,10,66.98,67.00
544,1710,171,428,26,54.32,55.00
251,409,41,103,7,25.09,26.00
356,832,84,208,13,35.60,36.00
714,546,55,137,9,71.36,72.00
611,1665,167,417,25,61.06,62.00
419,792,80,198,12,41.81,42.00
123,1359,136,340,21,12.23,13.00
37,1867,187,467,28,3.69,4.00
841,709,71,178,11,84.10,85.00
542,1371,138,343,21,54.15,55.00
878,1880,188,470,29,87.74,88.00
452,216,22,54,4,45.12,46.00
343,1481,149,371,23,34.28,35.00
968,1818,182,455,28,96.71,97.00
481,1404,141,351,22,48.05,49.00
985,1246,125,312,19,98.49,99.00
423,873,88,219,14,42.28,43.00
837,80,8,20,2,83.64,84.00
488,1883,189,471,29,48.73,49.00
250,825,83,207,13,24.95,25.00
636,547,55,137,9,63.57,64.00
784,1222,123,306,19,78.33,79.00
86,258,26,65,4,8.59,9.00
155,1217,122,305,19,15.46,16.00
558,1304,131,326,20,55.76,56.00
960,1615,162,404,25,95.97,96.00
257,464,47,116,7,25.70,26.00
132,1073,108,269,17,13.12,14.00
309,1281,129,321,20,30.82,31.00
451,444,45,111,7,45.08,46.00
910,513,52,129,8,91.00,91.00
711,1385,139,347,21,71.01,72.00
770,82,9,21,2,76.91,77.00
568,1515,152,379,23,56.74,57.00
427,879,88,220,14,42.62,43.00
283,1565,157,392,24,28.29,29.00
197,779,78,195,12,19.67,20.00
530,1157,116,290,18,52.96,53.00
878,1277,128,320,20,87.73,88.00
819,1497,150,375,23,81.85,82.00
696,152,16,38,3,69.52,70.00
437,1679,168,420,26,43.66,44.00
721,1745,175,437,27,72.02,73.00
507,39,4,10,1,50.63,51.00
750,924,93,231,14,74.94,75.00
510,155,16,39,3,50.99,51.00
811,1610,161,403,25,81.04,82.00
813,1241,125,311,19,81.25,82.00
467,556,56,139,9,46.66,47.00
971,784,79,196,12,97.01,98.00
315,1792,180,448,27,31.44,32.00
856,293,30,74,5,85.52,86.00
647,1948,195,487,30,64.63,65.00
456,1343,135,336,21,45.59,46.00
499,116,12,29,2,49.82,50.00
447,136,14,34,3,44.68,45.00
995,254,26,64,4,99.49,100.00
473,631,64,158,10,47.25,48.00
416,427,43,107,7,41.59,42.00
247,36,4,9,1,24.65,25.00
620,1473,148,369,23,61.91,62.00
890,1863,187,466,28,88.93,89.00
655,1760,176,440,27,65.41,66.00
995,1619,162,405,25,99.42,100.00
529,108,11,27,2,52.86,53.00
476,1014,102,254,16,47.53,48.00
720,968,97,242,15,71.93,72.00
5,163,17,41,3,0.49,1.00
425,227,23,57,4,42.47,43.00
951,261,27,66,4,95.06,96.00
636,1968,197,492,30,63.52,64.00
7,542,55,136,9,0.66,1.00
503,812,82,203,13,50.25,51.00
495,1595,160,399,24,49.42,50.00
494,1539,154,385,24,49.36,50.00
59,773,78,194,12,5.85,6.00
213,1127,113,282,17,21.28,22.00
445,1634,164,409,25,44.44,45.00
115,1141,115,286,18,11.42,12.00
206,690,69,173,11,20.51,21.00
869,1455,146,364,22,86.89,87.00
708,1689,169,423,26,70.74,71.00
834,183,19,46,3,83.38,84.00
525,637,64,160,10,52.43,53.00
545,151,16,38,3,54.44,55.00
971,1574,158,394,24,97.06,98.00
413,1824,183,456,28,41.25,42.00
668,571,58,143,9,66.73,67.00
654,372,38,93,6,65.36,66.00
201,1972,198,493,30,20.02,21.00
208,1429,143,358,22,20.79,21.00
269,510,51,128,8,26.88,27.00
239,86,9,22,2,23.85,24.00
662,1119,112,280,17,66.18,67.00
347,405,41,102,7,34.63,35.00
129,1889,189,473,29,12.88,13.00
825,1452,146,363,22,82.46,83.00
27,1132,114,283,17,2.70,3.00
760,1341,135,336,21,75.94,76.00
920,623,63,156,10,91.97,92.00
24,1904,191,476,29,2.31,3.00
797,983,99,246,15,79.64,80.00
690,944,95,236,15,68.94,69.00
690,1631,164,408,25,68.95,69.00
449,1584,159,396,24,44.83,45.00
283,952,96,238,15,28.23,29.00
682,1669,167,418,26,68.14,69.00
449,295,30,74,5,44.82,45.00
60,332,34,83,5,5.91,6.00
939,1472,148,368,23,93.83,94.00
134,1340,134,335,21,13.31,14.00
847,978,98,245,15,84.64,85.00
758,1760,176,440,27,75.72,76.00
397,585,59,147,9,39.66,40.00
392,891,90,223,14,39.17,40.00
673,659,66,165,10,67.21,68.00
860,1098,110,275,17,85.93,86.00
705,463,47,116,7,70.41,71.00
353,1967,197,492,30,35.27,36.00
92,110,11,28,2,9.11,10.00
61,1295,130,324,20,6.05,7.00
892,1294,130,324,20,89.17,90.00
935,798,80,200,12,93.49,94.00
155,224,23,56,4,15.46,16.00
378,1850,185,463,28,37.74,38.00
356,1301,131,326,20,35.59,36.00
451,1164,117,291,18,45.09,46.00
283,1504,151,376,23,28.30,29.00
101,1702,171,426,26,10.01,11.00
238,158,16,40,3,23.73,24.00
490,1015,102,254,16,48.98,49.00
587,167,17,42,3,58.62,59.00
360,1571,158,393,24,35.96,36.00
71,1990,199,498,30,7.09,8.00
671,1636,164,409,25,67.02,68.00
427,1799,180,450,27,42.68,43.00
277,1903,191,476,29,27.70,28.00
580,1186,119,297,18,57.93,58.00
592,920,92,230,14,59.20,60.00
247,583,59,146,9,24.68,25.00
395,1084,109,271,17,39.47,40.00
562,104,11,26,2,56.17,57.00
91,149,15,38,3,9.07,10.00
200,106,11,27,2,20.00,20.00
502,1496,150,374,23,50.18,51.00
745,1536,154,384,24,74.46,75.00
244,33,4,9,1,24.38,25.00
307,1741,175,436,27,30.66,31.00
33,1991,200,498,30,3.27,4.00
664,1827,183,457,28,66.38,67.00
47,199,20,50,3,4.65,5.00
278,1115,112,279,17,27.72,28.00
185,1465,147,367,22,18.49,19.00
936,186,19,47,3,93.54,94.00
696,262,27,66,4,69.54,70.00
802,1461,147,366,22,80.20,81.00
142,1396,140,349,21,14.12,15.00
258,1792,180,448,27,25.76,26.00
196,1936,194,484,30,19.54,20.00
608,1275,128,319,20,60.79,61.00
375,135,14,34,3,37.44,38.00
57,822,83,206,13,5.65,6.00
556,1256,126,314,19,55.59,56.00
614,320,32,80,5,61.35,62.00
365,311,32,78,5,36.42,37.00
663,1361,137,341,21,66.27,67.00
762,1382,139,346,21,76.16,77.00
948,1610,161,403,25,94.73,95.00
32,855,86,214,13,3.14,4.00
139,1958,196,490,30,13.83,14.00
923,657,66,165,10,92.25,93.00
204,1968,197,492,30,20.36,21.00
897,844,85,211,13,89.67,90.00
554,1818,182,455,28,55.33,56.00
115,1868,187,467,29,11.46,12.00
948,1996,200,499,30,94.77,95.00
369,863,87,216,13,36.83,37.00
781,1633,164,409,25,78.02,79.00
2,157,16,40,3,0.16,1.00
823,954,96,239,15,82.28,83.00
848,821,83,206,13,84.80,85.00
501,599,60,150,9,50.05,51.00
798,227,23,57,4,79.75,80.00
22,1093,110,274,17,2.18,3.00
577,89,9,23,2,57.70,58.00
408,1286,129,322,20,40.78,41.00
432,1679,168,420,26,43.12,44.00
905,442,45,111,7,90.46,91.00
526,1775,178,444,27,52.57,53.00
643,53,6,14,1,64.23,65.00
815,408,41,102,7,81.43,82.00
601,369,37,93,6,60.07,61.00
59,596,60,149,9,5.87,6.00
463,664,67,166,10,46.26,47.00
841,629,63,158,10,84.03,85.00
477,628,63,157,10,47.63,48.00
9,1232,124,308,19,0.83,1.00
506,1423,143,356,22,50.53,51.00
211,985,99,247,15,21.03,22.00
50,1365,137,342,21,4.92,5.00
383,1593,160,399,24,38.25,39.00
960,1857,186,465,28,95.96,96.00
597,1339,134,335,21,59.69,60.00
305,753,76,189,12,30.44,31.00
19,1886,189,472,29,1.90,2.00
966,954,96,239,15,96.55,97.00
467,1859,186,465,28,46.70,47.00
876,1030,103,258,16,87.52,88.00
253,1619,162,405,25,25.26,26.00
566,227,23,57,4,56.56,57.00
940,641,65,161,10,93.98,94.00
707,958,96,240,15,70.63,71.00
8,1342,135,336,21,0.78,1.00
878,608,61,152,10,87.74,88.00
890,1255,126,314,19,88.91,89.00
581,983,99,246,15,58.09,59.00
985,1825,183,457,28,98.46,99.00
928,1585,159,397,24,92.76,93.00
769,277,28,70,5,76.83,77.00
842,331,34,83,5,84.20,85.00
428,1883,189,471,29,42.78,43.00
811,1460,146,365,22,81.01,82.00
779,216,22,54,4,77.81,78.00
230,237,24,60,4,22.99,23.00
313,111,12,28,2,31.23,32.00
607,329,33,83,5,60.63,61.00
903,1989,199,498,30,90.29,91.00
409,661,67,166,10,40.81,41.00
326,287,29,72,5,32.53,33.00
400,1846,185,462,28,39.97,40.00
968,1168,117,292,18,96.72,97.00
283,1784,179,446,27,28.29,29.00
954,1123,113,281,17,95.34,96.00
839,956,96,239,15,83.83,84.00
653,370,37,93,6,65.21,66.00
895,1238,124,310,19,89.41,90.00
332,1466,147,367,22,33.13,34.00
490,792,80,198,12,48.95,49.00
654,716,72,179,11,65.32,66.00
469,625,63,157,10,46.81,47.00
917,1206,121,302,19,91.68,92.00
998,448,45,112,7,99.80,100.00
39,1555,156,389,24,3.83,4.00
546,498,50,125,8,54.56,55.00
242,919,92,230,14,24.16,25.00
653,720,72,180,11,65.22,66.00
665,1555,156,389,24,66.42,67.00
491,946,95,237,15,49.07,50.00
122,554,56,139,9,12.15,13.00
804,880,88,220,14,80.32,81.00
802,1273,128,319,20,80.13,81.00
42,89,9,23,2,4.13,5.00
385,413,42,104,7,38.41,39.00
696,1168,117,292,18,69.51,70.00
337,1465,147,367,22,33.70,34.00
309,722,73,181,11,30.85,31.00
566,892,90,223,14,56.60,57.00
378,298,30,75,5,37.73,38.00
312,315,32,79,5,31.13,32.00
328,1744,175,436,27,32.73,33.00
779,1692,170,423,26,77.87,78.00
354,1188,119,297,18,35.35,36.00
393,464,47,116,7,39.25,40.00
790,1257,126,315,19,78.93,79.00
420,1868,187,467,29,42.00,42.00
787,1939,194,485,30,78.64,79.00
948,51,6,13,1,94.78,95.00
869,1371,138,343,21,86.89,87.00
224,510,51,128,8,22.40,23.00
2,1202,121,301,19,0.18,1.00
124,380,38,95,6,12.33,13.00
202,553,56,139,9,20.14,21.00
93,532,54,133,8,9.26,10.00
436,1181,119,296,18,43.54,44.00
755,678,68,170,11,75.43,76.00
883,1448,145,362,22,88.21,89.00
618,564,57,141,9,61.72,62.00
488,1361,137,341,21,48.74,49.00
187,409,41,103,7,18.64,19.00
687,260,26,65,4,68.63,69.00
208,69,7,18,2,20.77,21.00
194,1314,132,329,20,19.31,20.00
426,848,85,212,13,42.51,43.00
482,528,53,132,8,48.19,49.00
267,708,71,177,11,26.65,27.00
910,1742,175,436,27,90.91,91.00
525,466,47,117,7,52.41,53.00
960,65,7,17,1,95.96,96.00
526,1390,139,348,21,52.53,53.00
533,1937,194,485,30,53.21,54.00
877,145,15,37,3,87.68,88.00
437,479,48,120,8,43.62,44.00
907,244,25,61,4,90.65,91.00
303,1498,150,375,23,30.27,31.00
959,527,53,132,8,95.88,96.00
326,1748,175,437,27,32.58,33.00
154,1384,139,346,21,15.37,16.00
433,1944,195,486,30,43.28,44.00
832,486,49,122,8,83.16,84.00
44,487,49,122,8,4.35,5.00
959,1028,103,257,16,95.89,96.00
659,1816,182,454,28,65.89,66.00
872,1558,156,390,24,87.13,88.00
551,121,13,31,2,55.01,56.00
65,935,94,234,15,6.43,7.00
135,1839,184,460,28,13.46,14.00
47,1926,193,482,29,4.62,5.00
219,533,54,134,8,21.82,22.00
976,1543,155,386,24,97.52,98.00
645,1996,200,499,30,64.41,65.00
174,95,10,24,2,17.33,18.00
810,1998,200,500,30,80.92,81.00
954,926,93,232,14,95.39,96.00
522,1074,108,269,17,52.13,53.00
563,373,38,94,6,56.25,57.00
807,493,50,124,8,80.61,81.00
382,598,60,150,9,38.18,39.00
573,1,1,1,1,57.23,58.00
689,1848,185,462,28,68.90,69.00
652,616,62,154,10,65.11,66.00
47,314,32,79,5,4.64,5.00
586,211,22,53,4,58.54,59.00
54,277,28,70,5,5.32,6.00
509,1303,131,326,20,50.90,51.00
128,897,90,225,14,12.77,13.00
779,1046,105,262,16,77.83,78.00
155,377,38,95,6,15.47,16.00
951,211,22,53,4,95.03,96.00
235,1355,136,339,21,23.50,24.00
37,1939,194,485,30,3.62,4.00
676,1612,162,403,25,67.60,68.00
622,1501,151,376,23,62.11,63.00
25,675,68,169,11,2.48,3.00
538,975,98,244,15,53.80,54.00
22,1688,169,422,26,2.16,3.00
394,1319,132,330,20,39.40,40.00
102,711,72,178,11,10.11,11.00
112,583,59,146,9,11.20,12.00
65,1238,124,310,19,6.49,7.00
796,780,78,195,12,79.55,80.00
42,1161,117,291,18,4.19,5.00
358,1661,167,416,25,35.74,36.00
755,741,75,186,12,75.48,76.00
197,1790,179,448,27,19.64,20.00
540,1339,134,335,21,53.96,54.00
891,1891,190,473,29,89.02,90.00
548,47,5,12,1,54.77,55.00
360,55,6,14,1,35.91,36.00
744,1167,117,292,18,74.38,75.00
835,1251,126,313,19,83.47,84.00
683,1912,192,478,29,68.22,69.00
927,974,98,244,15,92.70,93.00
992,1875,188,469,29,99.12,100.00
31,1671,168,418,26,3.05,4.00
603,1749,175,438,27,60.24,61.00
810,35,4,9,1,80.92,81.00
439,1690,169,423,26,43.84,44.00
558,1547,155,387,24,55.79,56.00
581,266,27,67,4,58.04,59.00
372,11,2,3,1,37.18,38.00
514,781,79,196,12,51.36,52.00
898,1531,154,383,23,89.76,90.00
175,803,81,201,13,17.49,18.00
526,1103,111,276,17,52.55,53.00
619,556,56,139,9,61.89,62.00
939,553,56,139,9,93.87,94.00
229,261,27,66,4,22.84,23.00
292,1043,105,261,16,29.15,30.00
141,1512,152,378,23,14.02,15.00
13,1896,190,474,29,1.24,2.00
591,1815,182,454,28,59.04,60.00
802,272,28,68,5,80.13,81.00
735,879,88,220,14,73.43,74.00
990,1867,187,467,28,98.91,99.00
459,1378,138,345,21,45.82,46.00
859,1014,102,254,16,85.87,86.00
624,1210,121,303,19,62.39,63.00
457,1360,136,340,21,45.61,46.00
806,1280,128,320,20,80.57,81.00
695,66,7,17,1,69.49,70.00
717,709,71,178,11,71.68,72.00
147,1345,135,337,21,14.65,15.00
77,1076,108,269,17,7.67,8.00
246,855,86,214,13,24.59,25.00
862,1607,161,402,25,86.18,87.00
908,1553,156,389,24,90.72,91.00
783,1999,200,500,30,78.29,79.00
475,1692,170,423,26,47.44,48.00
873,1923,193,481,29,87.26,88.00
528,1659,166,415,25,52.78,53.00
663,991,100,248,15,66.29,67.00
645,1160,116,290,18,64.45,65.00
802,1648,165,412,25,80.15,81.00
108,449,45,113,7,10.73,11.00
17,834,84,209,13,1.61,2.00
514,1284,129,321,20,51.38,52.00
391,1019,102,255,16,39.05,40.00
643,1734,174,434,26,64.25,65.00
974,1602,161,401,25,97.34,98.00
490,7,1,2,1,48.92,49.00
793,1214,122,304,19,79.24,80.00
21,469,47,118,8,2.10,3.00
856,549,55,138,9,85.51,86.00
697,239,24,60,4,69.67,70.00
432,342,35,86,6,43.17,44.00
784,1639,164,410,25,78.37,79.00
223,803,81,201,13,22.29,23.00
910,1481,149,371,23,91.00,91.00
194,1074,108,269,17,19.31,20.00
877,1369,137,343,21,87.69,88.00
555,1288,129,322,20,55.41,56.00
32,855,86,214,13,3.20,4.00
906,819,82,205,13,90.60,91.00
794,1679,168,420,26,79.32,80.00
64,1075,108,269,17,6.34,7.00
894,1119,112,280,17,89.39,90.00
740,182,19,46,3,73.96,74.00
814,843,85,211,13,81.34,82.00
92,729,73,183,11,9.18,10.00
337,1597,160,400,24,33.69,34.00
503,784,79,196,12,50.27,51.00
83,1534,154,384,24,8.26,9.00
298,951,96,238,15,29.74,30.00
498,315,32,79,5,49.76,50.00
37,1940,194,485,30,3.64,4.00
606,429,43,108,7,60.59,61.00
609,1189,119,298,18,60.86,61.00
122,1912,192,478,29,12.19,13.00
598,4,1,1,1,59.78,60.00
250,1510,151,378,23,24.95,25.00
792,1417,142,355,22,79.13,80.00
429,1685,169,422,26,42.85,43.00
116,587,59,147,9,11.58,12.00
497,1280,128,320,20,49.62,50.00
78,403,41,101,7,7.73,8.00
494,779,78,195,12,49.39,50.00
163,441,45,111,7,16.27,17.00
589,1066,107,267,16,58.87,59.00
975,1115,112,279,17,97.42,98.00
186,416,42,104,7,18.55,19.00
931,920,92,230,14,93.04,94.00
123,46,5,12,1,12.26,13.00
712,1460,146,365,22,71.17,72.00
624,1447,145,362,22,62.37,63.00
770,170,17,43,3,76.93,77.00
797,76,8,19,2,79.64,80.00
220,994,100,249,15,21.94,22.00
754,776,78,194,12,75.40,76.00
358,1528,153,382,23,35.78,36.00
651,573,58,144,9,65.10,66.00
489,198,20,50,3,48.88,49.00
908,1240,124,310,19,90.73,91.00
477,1913,192,479,29,47.67,48.00
709,440,44,110,7,70.83,71.00
15,532,54,133,8,1.47,2.00
247,1295,130,324,20,24.66,25.00
154,1979,198,495,30,15.32,16.00
325,95,10,24,2,32.42,33.00
371,1719,172,430,26,37.08,38.00
321,1645,165,412,25,32.03,33.00
358,477,48,120,8,35.74,36.00
605,1576,158,394,24,60.50,61.00
196,351,36,88,6,19.55,20.00
435,1757,176,440,27,43.42,44.00
513,812,82,203,13,51.23,52.00
755,1316,132,329,20,75.46,76.00
766,670,67,168,11,76.56,77.00
868,961,97,241,15,86.77,87.00
417,1448,145,362,22,41.70,42.00
863,578,58,145,9,86.25,87.00
680,1507,151,377,23,67.98,68.00
740,849,85,213,13,74.00,74.00
659,205,21,52,4,65.84,66.00
203,317,32,80,5,20.28,21.00
963,1257,126,315,19,96.22,97.00
814,110,11,28,2,81.31,82.00
43,1524,153,381,23,4.29,5.00
133,1002,101,251,16,13.24,14.00
687,1567,157,392,24,68.66,69.00
837,1813,182,454,28,83.62,84.00
929,97,10,25,2,92.83,93.00
638,1075,108,269,17,63.73,64.00
641,715,72,179,11,64.03,65.00
39,48,5,12,1,3.83,4.00
786,873,88,219,14,78.52,79.00
210,17,2,5,1,20.93,21.00
12,586,59,147,9,1.17,2.00
330,1442,145,361,22,32.93,33.00
937,162,17,41,3,93.65,94.00
372,1759,176,440,27,37.15,38.00
905,1643,165,411,25,90.45,91.00
485,670,67,168,11,48.41,49.00
549,906,91,227,14,54.81,55.00
848,1121,113,281,17,84.80,85.00
359,1529,153,383,23,35.81,36.00
363,770,77,193,12,36.28,37.00
969,1771,178,443,27,96.90,97.00
531,1064,107,266,16,53.06,54.00
223,30,3,8,1,22.29,23.00
873,917,92,230,14,87.29,88.00
276,16,2,4,1,27.55,28.00
259,1690,169,423,26,25.88,26.00
593,1971,198,493,30,59.27,60.00
39,1730,173,433,26,3.83,4.00
741,1232,124,308,19,74.03,75.00
35,780,78,195,12,3.45,4.00
493,62,7,16,1,49.24,50.00
555,1537,154,385,24,55.46,56.00
439,1271,128,318,20,43.85,44.00
468,1079,108,270,17,46.73,47.00
416,1034,104,259,16,41.55,42.00
181,1404,141,351,22,18.03,19.00
5,465,47,117,7,0.41,1.00
414,484,49,121,8,41.40,42.00
47,77,8,20,2,4.64,5.00
954,447,45,112,7,95.40,96.00
155,1857,186,465,28,15.45,16.00
434,1380,138,345,21,43.40,44.00
21,1941,195,486,30,2.07,3.00
216,990,99,248,15,21.60,22.00
416,1232,124,308,19,41.52,42.00
14,261,27,66,4,1.31,2.00
601,146,15,37,3,60.03,61.00
412,274,28,69,5,41.19,42.00
254,1847,185,462,28,25.36,26.00
521,155,16,39,3,52.08,53.00
612,584,59,146,9,61.16,62.00
76,927,93,232,14,7.51,8.00
368,1826,183,457,28,36.72,37.00
235,138,14,35,3,23.44,24.00
790,1474,148,369,23,78.97,79.00
559,644,65,161,10,55.90,56.00
610,1017,102,255,16,60.97,61.00
442,536,54,134,9,44.13,45.00
104,1404,141,351,22,10.39,11.00
161,528,53,132,8,16.01,17.00
274,490,49,123,8,27.38,28.00
42,52,6,13,1,4.16,5.00
11,1473,148,369,23,1.04,2.00
458,1443,145,361,22,45.77,46.00
440,6,1,2,1,43.95,44.00
371,1712,172,428,26,37.08,38.00
460,545,55,137,9,45.96,46.00
911,1592,160,398,24,91.04,92.00
104,1814,182,454,28,10.33,11.00
459,1043,105,261,16,45.89,46.00
363,1407,141,352,22,36.21,37.00
996,1516,152,379,23,99.54,100.00
228,830,83,208,13,22.79,23.00
973,426,43,107,7,97.24,98.00
997,1123,113,281,17,99.66,100.00
599,1260,126,315,19,59.90,60.00
559,108,11,27,2,55.84,56.00
488,1972,198,493,30,48.76,49.00
373,1174,118,294,18,37.23,38.00
848,1419,142,355,22,84.78,85.00
164,1006,101,252,16,16.40,17.00
576,449,45,113,7,57.52,58.00
293,516,52,129,8,29.21,30.00
213,1659,166,415,25,21.28,22.00
674,677,68,170,11,67.38,68.00
376,1202,121,301,19,37.56,38.00
977,447,45,112,7,97.66,98.00
117,567,57,142,9,11.62,12.00
33,118,12,30,2,3.23,4.00
640,1433,144,359,22,63.99,64.00
200,71,8,18,2,19.97,20.00
371,1985,199,497,30,37.01,38.00
527,1232,124,308,19,52.62,53.00
165,108,11,27,2,16.45,17.00
580,1358,136,340,21,57.94,58.00
718,1556,156,389,24,71.80,72.00
801,169,17,43,3,80.04,81.00
660,1661,167,416,25,66.00,66.00
254,411,42,103,7,25.34,26.00
531,1694,170,424,26,53.05,54.00
626,633,64,159,10,62.54,63.00
955,954,96,239,15,95.44,96.00
437,1660,166,415,25,43.65,44.00
626,1213,122,304,19,62.57,63.00
186,523,53,131,8,18.52,19.00
861,1063,107,266,16,86.05,87.00
336,154,16,39,3,33.52,34.00
290,1249,125,313,19,28.93,29.00
900,504,51,126,8,89.92,90.00
327,322,33,81,5,32.69,33.00
551,26,3,7,1,55.10,56.00
456,1051,106,263,16,45.58,46.00
659,291,30,73,5,65.90,66.00
386,482,49,121,8,38.58,39.00
873,720,72,180,11,87.28,88.00
973,1372,138,343,21,97.21,98.00
986,1555,156,389,24,98.54,99.00
457,294,30,74,5,45.63,46.00
14,950,95,238,15,1.38,2.00
943,570,57,143,9,94.29,95.00
915,925,93,232,14,91.45,92.00
93,1270,127,318,20,9.28,10.00
166,576,58,144,9,16.57,17.00
868,1290,129,323,20,86.72,87.00
122,191,20,48,3,12.19,13.00
279,519,52,130,8,27.88,28.00
433,972,98,243,15,43.22,44.00
847,739,74,185,12,84.67,85.00
800,1571,158,393,24,80.00,80.00
639,489,49,123,8,63.84,64.00
292,1395,140,349,21,29.19,30.00
624,1673,168,419,26,62.38,63.00
292,310,31,78,5,29.16,30.00
308,1627,163,407,25,30.79,31.00
317,1979,198,495,30,31.66,32.00
321,1025,103,257,16,32.10,33.00
221,1003,101,251,16,22.01,23.00
269,1386,139,347,21,26.83,27.00
433,1463,147,366,22,43.27,44.00
752,1743,175,436,27,75.17,76.00
514,1168,117,292,18,51.34,52.00
745,345,35,87,6,74.43,75.00
529,218,22,55,4,52.85,53.00
698,1605,161,402,25,69.78,70.00
249,850,85,213,13,24.88,25.00
166,1833,184,459,28,16.55,17.00
216,769,77,193,12,21.54,22.00
924,1455,146,364,22,92.39,93.00
294,1089,109,273,17,29.39,30.00
222,116,12,29,2,22.11,23.00
561,1560,156,390,24,56.05,57.00
654,837,84,210,13,65.39,66.00
305,1283,129,321,20,30.46,31.00
525,1529,153,383,23,52.48,53.00
793,267,27,67,4,79.26,80.00
868,1516,152,379,23,86.71,87.00
6,1931,194,483,29,0.51,1.00
165,1915,192,479,29,16.50,17.00
648,1983,199,496,30,64.76,65.00
115,581,59,146,9,11.50,12.00
247,113,12,29,2,24.62,25.00
298,1946,195,487,30,29.79,30.00
130,161,17,41,3,12.96,13.00
469,1318,132,330,20,46.84,47.00
588,1358,136,340,21,58.74,59.00
290,918,92,230,14,28.92,29.00
626,433,44,109,7,62.55,63.00
533,131,14,33,2,53.21,54.00
914,530,53,133,8,91.38,92.00
323,110,11,28,2,32.22,33.00
221,1280,128,320,20,22.10,23.00
833,1997,200,500,30,83.29,84.00
161,994,100,249,15,16.08,17.00
278,1207,121,302,19,27.77,28.00
848,1703,171,426,26,84.79,85.00
861,1170,117,293,18,86.10,87.00
6,1839,184,460,28,0.58,1.00
931,252,26,63,4,93.02,94.00
783,1418,142,355,22,78.26,79.00
575,452,46,113,7,57.47,58.00
832,1972,198,493,30,83.19,84.00
17,696,70,174,11,1.68,2.00
934,182,19,46,3,93.32,94.00
214,303,31,76,5,21.38,22.00
369,66,7,17,1,36.83,37.00
242,615,62,154,10,24.17,25.00
675,140,14,35,3,67.41,68.00
550,1993,200,499,30,54.91,55.00
603,1105,111,277,17,60.24,61.00
730,256,26,64,4,72.96,73.00
243,281,29,71,5,24.26,25.00
148,1894,190,474,29,14.79,15.00
819,1784,179,446,27,81.85,82.00
541,459,46,115,7,54.05,55.00
432,193,20,49,3,43.14,44.00
153,139,14,35,3,15.30,16.00
853,294,30,74,5,85.23,86.00
569,221,23,56,4,56.83,57.00
479,426,43,107,7,47.82,48.00
445,777,78,195,12,44.42,45.00
965,591,60,148,9,96.46,97.00
846,247,25,62,4,84.53,85.00
170,422,43,106,7,16.91,17.00
934,88,9,22,2,93.40,94.00
743,4,1,1,1,74.22,75.00
197,306,31,77,5,19.62,20.00
855,845,85,212,13,85.46,86.00
603,1670,167,418,26,60.21,61.00
658,727,73,182,11,65.79,66.00
637,561,57,141,9,63.65,64.00
298,165,17,42,3,29.76,30.00
410,1515,152,379,23,40.96,41.00
903,630,63,158,10,90.26,91.00
668,622,63,156,10,66.78,67.00
174,1060,106,265,16,17.39,18.00
493,1592,160,398,24,49.27,50.00
387,115,12,29,2,38.68,39.00
916,1816,182,454,28,91.54,92.00
888,1342,135,336,21,88.79,89.00
77,49,5,13,1,7.66,8.00
753,1135,114,284,18,75.28,76.00
241,927,93,232,14,24.09,25.00
170,105,11,27,2,16.95,17.00
525,379,38,95,6,52.46,53.00
70,632,64,158,10,6.96,7.00
792,926,93,232,14,79.18,80.00
389,1274,128,319,20,38.85,39.00
951,554,56,139,9,95.09,96.00
663,1774,178,444,27,66.23,67.00
307,1961,197,491,30,30.68,31.00
239,230,23,58,4,23.88,24.00
635,421,43,106,7,63.48,64.00
371,1138,114,285,18,37.02,38.00
189,1513,152,379,23,18.82,19.00
320,145,15,37,3,31.99,32.00
